Dates,GDP,UMCSENT,CPIAUCSL
2015-07-17,0.0,0.0,0.00384167243621
2015-07-30,0.0108332908387,0.0,0.0
2015-07-31,0.0,-0.0312174817898,0.0
2015-08-19,0.0,0.0,0.00284723889429
2015-08-27,0.00344721280233,0.0,0.0
2015-08-28,0.0,-0.0128893662728,0.0
2015-09-16,0.0,0.0,0.000828657238763
2015-09-25,0.000653558261647,-0.0511425462459,0.0
2015-10-15,0.0,0.0,-0.00057634947813
2015-10-29,0.00676018912899,0.0,0.0
2015-10-30,0.0,0.0321100917431,0.0
2015-11-17,0.0,0.0,0.00232852890029
2015-11-24,0.00165790582651,0.0,0.0
2015-11-25,0.0,0.0144444444444,0.0
2015-12-15,0.0,0.0,0.000680818158513
2015-12-22,-0.000249104607328,0.0,0.0
2015-12-23,0.0,0.0142387732749,0.0
2016-01-20,0.0,0.0,-0.00190934192747
2016-01-29,0.00376518532464,-0.00647948164147,0.0
2016-02-19,0.0,0.0,-0.00103618649672
2016-02-26,0.0011142860295,-0.00326086956522,0.0
2016-03-16,0.0,0.0,-0.0016799170121
2016-03-25,0.000903660928787,0.0,0.0
2016-04-01,0.0,-0.00763358778626,0.0
2016-04-14,0.0,0.0,0.000896061117258
2016-04-28,0.00309940103937,0.0,0.0
2016-04-29,0.0,-0.021978021978,0.0
2016-05-17,0.0,0.0,0.0040770006725
2016-05-27,0.000461004000856,0.0640449438202,0.0
